title,artist,id,source,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
It  Gucci On My,Mike Will Made,4FHskN0P3qL2gtGPi4se1n,N,0.752,0.783,0.151,0.0452,0.0,0.194,0.613,159.912,1
Mantra,Earl Sweatshirt,5yZZZZceVPt4yVzztM8N8N,N,0.763,0.33,0.0697,0.721,0.0131,0.174,0.354,96.024,5
Town On The Hill,Chance The Rapper,5zB05eKvCIIfIlR4PDSvEp,N,0.401,0.151,0.0364,0.979,0.906,0.106,0.221,90.735,2
Remote Control,Kanye West,0HiubqhlD4iuegPFy88CNK,N,0.614,0.961,0.0601,0.331,0.00482,0.345,0.551,93.948,1
Love Of My Life,Harry Styles,0ieS2bue78yadTdPiyzsaO,N,0.618,0.413,0.398,0.134,0.000338,0.0913,0.462,87.412,4
Up There,Post Malone,7Bmo6whfoysQseB6O5Wm4V,N,0.742,0.256,0.0625,0.447,0.768,0.0971,0.276,145.915,6
Untitled 06 06.30.2014.,Kendrick Lamar,1U13SSgDOxK98L1FTWYrjQ,N,0.512,0.128,0.252,0.864,0.0,0.512,0.219,103.056,5
679,Fetty Wap,2d8JP84HNLKhmd6IYOoupQ,N,0.746,0.873,0.128,0.0244,0.0,0.354,0.817,148.075,1
Girls Want Girls,Drake,5R6bRLwPyEj7LLMSJW766C,N,0.515,0.984,0.219,0.00504,1.38e-06,0.497,0.376,150.008,3
Out Of The Woods,Taylor Swift,0GmfiNHSgkKamYgQEMYOH3,N,0.553,0.841,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,0
Solo,Frank Ocean,6vyGS4pMEwS4bx3UQXjC3c,N,0.738,0.791,0.033,0.401,1.95e-06,0.0722,0.933,114.932,1
Kickers  Monster Mash,"Bobby ""Boris"" Pickett & The Crypt",4tc2LnL7zqMMocq75w6nam,N,0.777,0.867,0.0522,0.0888,0.902,0.4,0.836,134.014,6
Ain'T Far From It,Luke Combs,14OiDZVhNtthziMLFViHoU,N,0.513,0.955,0.066,0.0014,0.0,0.0463,0.582,152.003,0
Wednesday Night Interlude,Drake,3JUU9Ged0sMD14y4fSuBZ4,N,0.323,0.886,0.0573,0.000103,0.0,0.0748,0.453,173.159,0
Happy Holiday / The Holiday Season,Andy Williams,5ymVfeMK8cDew5vzntTuc7,N,0.571,0.634,0.0537,0.724,0.0,0.0864,0.805,109.575,1
I'M Up,Youngboy Never Broke Again,6ChdMi0GZVAM6ENMwNvyjk,N,0.697,0.493,0.234,0.317,0.0,0.108,0.25,145.904,4
She Gon Wink,Takeoff,3g5LyKmlL2npI2uQKyGPHC,N,0.851,0.442,0.431,0.128,0.0,0.106,0.508,97.313,4
Open (Passionate),Kehlani,5HpMZmGVA7YJiRg8SNVFH4,N,0.354,0.825,0.228,0.402,0.0,0.104,0.349,154.562,0
Kill The Lights,Luke Bryan,0BfgFi5DedehpKzMJrqABI,N,0.513,0.894,0.0711,0.0761,0.0,0.0406,0.827,159.944,1
I Know,Big Sean,6bxUnsSGZCmoHHU5auwtps,N,0.7,0.554,0.187,0.219,1.36e-06,0.419,0.0633,97.127,3
Work That,Megan Thee Stallion,3j59mQGu5USFF16v8nPNmw,N,0.795,0.582,0.068,0.03,2.76e-05,0.0806,0.627,93.107,1
Kno The Meaning,Future,5mG3eDThudmceMJ6QJVw1u,N,0.887,0.365,0.358,0.177,5.97e-06,0.105,0.33,99.992,4
Aa,Walker Hayes,7sgrJ9laxFZvZ4RlXsSOtq,N,0.674,0.496,0.0403,0.124,0.865,0.11,0.935,106.132,6
Stay High  Childish Gambino Version,Brittany Howard,5zFaNeTwCtsBbMc72FtXVo,N,0.598,0.853,0.0545,0.132,0.00297,0.132,0.312,121.988,0
Toxic Punk,Youngboy Never Broke Again,6K2anECyrckidwf5wxS78Q,N,0.769,0.807,0.306,0.0515,0.0,0.111,0.364,82.422,4
182  San Diego,Blink,1oTo3ijRbaDAtrjJrGAPSw,N,0.664,0.781,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,1
90 Proof,Smino,16jl1W58vcK8Jd5ZGbvd5f,N,0.502,0.641,0.467,0.269,5.01e-06,0.197,0.212,75.008,4
Havin My Way,Lil Skies,7uoUi0Hl5G9EkY7oTt5dv1,N,0.801,0.733,0.084,0.26,0.0,0.111,0.667,127.07,1
No Long Talk,Drake,629NRMzA7LTXSuzwG7R1Ag,N,0.568,0.352,0.029,0.785,0.0,0.123,0.234,79.918,5
Posse On Bouldercrest,Gucci Mane,35cNVvSN8qiMsn3ePTF7BY,N,0.851,0.837,0.319,0.191,0.0,0.229,0.41,150.947,4
Look Who’S Inside Again,Bo Burnham,2v703O2lK2cnp88qyN1dtm,N,0.715,0.0809,0.111,0.958,0.796,0.112,0.663,80.008,2
Felices Los 4,Maluma,6hI9Oa4K5yAeo9VlAxgXEg,N,0.82,0.705,0.163,0.232,0.0,0.124,0.682,93.998,1
Can'T Deny,Nebu Kiniza,4uviFZn0pUClr1Vxf7yJt6,N,0.754,0.5,0.133,0.00553,0.0,0.128,0.254,163.015,0
Fútbol & Rumba,Anuel Aa,4zPnCmS7fhvWAKYpk6mwBR,N,0.908,0.936,0.0502,0.19,0.000631,0.0606,0.949,119.972,1
Epiphany,Taylor Swift,4yyKppX85ZkmlGOC2toBZA,N,0.524,0.2,0.0274,0.916,0.000392,0.068,0.113,93.87,5
Ugh!,The 1975,33ZGmJK4Lsj0HUFvY7ElU1,N,0.795,0.855,0.105,0.167,0.0,0.161,0.86,99.966,1
Hey Julie!,Kyle,4ITcbrMbYwD3kuIG304nxO,N,0.408,0.666,0.0379,0.0321,0.0,0.19,0.674,85.053,1
Out The Mud,Lil Baby,0geqoN3Y2WbssLpigH3M9D,N,0.65,0.545,0.0556,0.0639,0.0,0.0882,0.307,79.915,0
Chasing After You,Ryan Hurd,2onHGdmJk1ZuBxoWvS7ovP,N,0.653,0.445,0.044,0.245,0.000422,0.291,0.247,131.945,0
Romantic  Notd Remix,Stanaj,3iMwZf2P45fKtygP2fa55c,N,0.469,0.369,0.0439,0.645,0.0,0.0732,0.276,133.172,5
"""42""",Rae Sremmurd,6fujklziTHa8uoM5OQSfIo,N,0.794,0.632,0.0649,0.142,0.0,0.128,0.355,145.926,0
American Sports,Arctic Monkeys,0Qr9Dl5b43RAZuXTSqzBzu,N,0.646,0.83,0.32,0.403,0.0,0.138,0.71,93.364,4
Eazy  Intro,G,1ltHqgJJ3K3Zm9G6Khf2D6,N,0.555,0.581,0.115,0.184,0.000722,0.108,0.138,83.692,0
Fr,Lil Baby,5CM8ncprv7TEj3XyBx9bth,N,0.805,0.43,0.399,0.0274,0.0,0.109,0.485,156.955,4
Clementine,Halsey,09oqJ5rdgy6tXjbez6IsWV,N,0.537,0.335,0.0472,0.976,0.885,0.117,0.254,142.222,2
Dubai Shit,Huncho Jack,7CWiWkccuRRdrmaW6AjVEf,N,0.86,0.799,0.149,0.0532,2.54e-05,0.369,0.491,140.005,1
Prayer In C (Robin Schulz Remix) [Radio Edit],Lilly Wood And The Prick,3y9GDhOJ8GUFIa3DOqLAPZ,N,0.795,0.68,0.0317,0.0401,4.85e-05,0.13,0.526,124.037,1
For Now,P!Nk,0vF3Czo6IcwXFwB3PZ6VGl,N,0.573,0.934,0.0426,0.00152,0.0,0.411,0.827,135.527,3
My Time,Bts,1qsggjXBPGy6Lz3gLwqCq2,N,0.221,0.986,0.13,0.0023,0.0102,0.972,0.36,193.634,3
One Of These Nights  Eagles 2013 Remaster,Eagles,0EbLzgRAninN9VKUooiweR,N,0.655,0.606,0.0285,0.0603,0.0789,0.0757,0.765,110.061,1
You’Re Not Sorry (Taylor’S Version),Taylor Swift,7il917bzUPyXU01HRaNFU6,N,0.505,0.34,0.0267,0.000803,0.886,0.0888,0.255,66.996,6
You Da Baddest,Future,4mx1jTZua4yQGKQwhTUb68,N,0.77,0.68,0.233,0.0241,0.865,0.0926,0.394,152.579,6
So It Goes...,Taylor Swift,6K8oEYCYwvEQWvq8hEDuDi,N,0.522,0.634,0.0507,0.00192,1.71e-06,0.575,0.468,140.43,3
Free Promo,Moneybagg Yo,62UBhRicMaRul4OZ4G2isZ,N,0.77,0.609,0.27,0.0195,0.0,0.193,0.415,155.027,4
Riptide,Vance Joy,5K9AcgSi8DK4lZKM2LpFu8,N,0.708,0.667,0.0418,0.253,0.000692,0.0878,0.634,115.987,1
Mirrorball,Taylor Swift,5jQyGzcwqAxwT5QUIMivoX,N,0.549,0.417,0.035,0.686,1.9e-06,0.0604,0.347,110.137,5
R.E.M,Ariana Grande,2fdfsGuqb6SBX5ocoBWHUd,N,0.488,0.84,0.0356,0.000395,1.21e-06,0.346,0.559,127.862,0
Love Thy Enemies,Future,2AgsJZyT5w9iniW3gOIV4M,N,0.541,0.298,0.0478,0.0343,0.764,0.117,0.226,139.831,6
Bang Bang,Green Day,4Dku5HwdwweHyc9LrOL4AB,N,0.719,0.566,0.0354,0.207,3.71e-06,0.105,0.408,93.984,1
Get Along,Kenny Chesney,6draXtpVwOqoPa807DVzE1,N,0.679,0.622,0.0255,0.152,0.000146,0.0588,0.616,92.524,1
Mask Off,Future,6DB2KOEwHnjkgEnBt5SdeJ,N,0.727,0.431,0.395,0.0111,0.0166,0.506,0.223,150.005,4
Nice Guy,Eminem,2picx6GcU3uZ2E50Q7p8Wi,N,0.546,0.674,0.382,0.278,0.0,0.0936,0.501,84.765,4
Ocean Wavy,Supreme Cartel Fye,398mAwNWwun8BLMbMpRFWR,N,0.722,0.727,0.289,0.402,0.0,0.324,0.625,132.983,4
Rubbin Off The Paint,Ybn Nahmir,1XaOvRszKAGsz9GfWxaAFO,N,0.692,0.487,0.291,0.00364,0.0,0.108,0.525,156.548,4
Alone,Doja Cat,0AtyNYZ0kygG1AW1japLyX,N,0.648,0.496,0.458,0.548,0.0,0.362,0.539,140.548,4
40  Choices (Yup),E,3D9taoYmHLUAXAjpz2CjJ0,N,0.902,0.622,0.348,0.151,0.000344,0.0934,0.243,119.985,4
Good Morning,Grouplove,4WUAyxkq3x4l5P7QN0vmHr,N,0.382,0.738,0.0334,0.507,0.965,0.136,0.462,155.858,6
Sober,Lorde,6yT5JjEVrscA82yJgHnDYc,N,0.778,0.144,0.0984,0.438,0.943,0.106,0.0924,107.42,2
Say You Love Me,Jessie Ware,6lrQo6KAYvb92MGk6ZuZlt,N,0.723,0.596,0.0308,0.0187,0.00513,0.16,0.962,128.068,1
Running The Streets,Rick Ross,6adehXz8vMUmXWJhEIdE6e,N,0.616,0.642,0.0935,0.137,0.0,0.0958,0.686,82.75,1
Beer Never Broke My Heart,Luke Combs,7j5a0H8Shq8W9BOq1ZOAdi,N,0.593,0.516,0.0328,0.0918,0.0,0.187,0.523,154.013,0
Black Summer,Red Hot Chili Peppers,4pQB8gTwQ4YJwiWMrqIAHP,N,0.417,0.682,0.0295,0.0267,0.000669,0.109,0.351,105.542,0
Finish Line / Drown,Chance The Rapper,0WCbhE2evMrIwRM0DlMy9k,N,0.838,0.43,0.281,0.0498,1.59e-05,0.0977,0.126,126.981,4
Fuck That Check Up,Meek Mill,7KmguHS8eVmZOpdpg0gnv2,N,0.86,0.717,0.297,0.00246,0.0,0.159,0.528,148.955,4
Run Up,Major Lazer,1qAW6h8sGEwSa7veLqzakc,N,0.869,0.515,0.28,0.0213,0.00262,0.107,0.456,165.015,4
Did You Know That There'S A Tunnel Under Ocean Blvd,Lana Del Rey,43n02erwqNLR1G7gidp6CB,N,0.791,0.248,0.0613,0.984,0.934,0.0955,0.436,120.009,2
The Joker And The Queen,Ed Sheeran,2t15SbHegPnagGSirfXHt3,N,0.607,0.379,0.0433,0.453,0.694,0.186,0.443,133.943,6
Come Out And Play,Billie Eilish,4UY2yLvBzSzFsshXdCg3L6,N,0.634,0.0879,0.0484,0.979,0.947,0.111,0.149,71.026,2
1000 Doves,Lady Gaga,5FA2SAWqyumrKRrHlCOlQB,N,0.206,0.997,0.129,0.000388,8.38e-05,0.321,0.0795,98.772,0
Trust,Jonas Brothers,0DiDStADDVh3SvAsoJAFMk,N,0.795,0.496,0.0722,0.108,0.0,0.0645,0.874,94.01,1
Diamonds,Youngboy Never Broke Again,6xL9MJ2yt39HPPZPyGkRy8,N,0.768,0.79,0.191,0.0754,1.79e-06,0.13,0.398,84.95,1
Whiskey,Maroon 5,22p9zOVc888wFeQJa2Q2qq,N,0.498,0.794,0.0603,0.126,0.0,0.0897,0.685,125.249,1
Killshot,Eminem,5WdxO7Vu22q4cHTqOuqiMb,N,0.671,0.236,0.0365,0.0275,0.912,0.125,0.491,105.983,6
Quiero Mas,Ozuna,2PFJtrVRI9grYmkC75jgTA,N,0.829,0.723,0.0961,0.0946,0.0,0.107,0.842,159.992,1
Make Me Feel,Galantis,4vgP9RNzsXEUcW7Ws50VrI,N,0.767,0.67,0.045,0.0243,0.828,0.117,0.434,126.013,6
How You Like That,Blackpink,6wfugRLamFsTRbPcCpNnP7,N,0.765,0.656,0.0504,0.00364,0.00868,0.0918,0.545,119.997,1
White Dress,Lana Del Rey,5MvOzCgMwWcMVSKq4gix31,N,0.644,0.637,0.0295,0.0146,1.13e-05,0.0964,0.377,135.015,0
Christian Dior,Jhay Cortez,741QX8YNeK7vgBCAQXuLOx,N,0.835,0.718,0.0694,0.226,1.99e-06,0.108,0.427,92.028,1
Even The Losers,Tom Petty And The Heartbreakers,4vgQOb4IFp2gXXAAZcFg6l,N,0.458,0.831,0.0485,0.0274,0.0212,0.22,0.61,131.104,0
Prospect (Ft. Lil Baby),Iann Dior,5cwLcnp0WvqtgzqEGhTMWm,N,0.515,0.302,0.0331,0.404,5.42e-06,0.12,0.214,82.95,5
Who Do You Love,The Chainsmokers,7ngdkrVQPgP3AoIxUrTpHT,N,0.68,0.411,0.434,0.0336,0.0,0.0889,0.161,193.131,4
Fendi,Pnb Rock,7IVZQbROnRZn6WpJOWmx5q,N,0.704,0.473,0.0734,0.354,0.835,0.12,0.772,156.033,6
No Debate,Nav,2NLYO9v3o7Bm3iRcE3iruJ,N,0.857,0.654,0.326,0.00209,0.0,0.115,0.446,88.015,4
O Tannenbaum,Vince Guaraldi Trio,33EcmYsTQVIGRGnGPOfTwu,N,0.381,0.37,0.0391,0.804,0.247,0.14,0.814,81.06,5
My Boy,Wale,0gFFliMwE4gGpPhYmyC8ci,N,0.543,0.493,0.0292,0.00405,0.0,0.478,0.111,140.033,3
Ashes To Ashes,David Bowie,61jCFoNIuzQnc9UovuzNVW,N,0.725,0.543,0.0387,0.28,0.475,0.113,0.415,140.051,6
Me (Fwm),Meek Mill,3lb5fWSG2p7x8ik8HN9oFR,N,0.734,0.493,0.308,0.0467,0.0,0.0477,0.562,86.043,4
Let Me Love You,Ariana Grande,3ganVl5Q6wAtGrLeraFK6j,N,0.741,0.315,0.0612,0.412,0.929,0.0834,0.0364,139.013,6
Cool Yule,Louis Armstrong,5LptlBSMWkU65JuGu2U6j9,N,0.431,0.215,0.0523,0.777,0.0,0.179,0.401,77.108,5
"Belly, The Weeknd  Die For It (Ft. Nas)",Belly,26hOm7dTtBi0TdpDGl141t,N,0.472,0.518,0.051,0.383,0.127,0.289,0.154,147.805,0
Let The Smokers Shine The Coupes,Pusha T,4PzkQrj15yEKsbZfwqF0oI,N,0.687,0.886,0.0724,0.00542,0.774,0.355,0.189,98.918,6
Gone Till November,Rod Wave,6Gd123r71KDdpH8JRdYvrh,N,0.673,0.538,0.0854,0.0957,4.41e-05,0.14,0.454,85.936,1
Without You,Avicii,1tAutlhI9FwnKn7fVgmd5P,N,0.608,0.614,0.0285,0.227,3.82e-06,0.157,0.402,127.885,0
Rollercoaster,The Lumineers,2j9Cp1haqQMOtpxwaoUn2e,N,0.782,0.951,0.0552,0.0817,0.00409,0.105,0.553,125.904,1
Let It Go,Summer Walker,0s1CVRDOlyxPtxNqICA8zJ,N,0.834,0.307,0.052,0.0633,0.785,0.101,0.121,112.938,6
"Dear Maria, Count Me In",All Time Low,081qndQX6yJR8BW2JjlpsQ,N,0.568,0.511,0.0415,0.00029,0.787,0.0884,0.349,90.507,6
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,1jDk5KyWsy2SpGVmTtRmEZ,N,0.773,0.802,0.0985,0.103,0.00167,0.0752,0.729,127.966,1
Parachute,Chris Stapleton,2UKwHwU4jWEqtuXpBKmApW,N,0.697,0.605,0.0298,0.0345,0.706,0.178,0.654,112.986,6
United In Grief,Kendrick Lamar,7fBSkKCAnoUYKvgI8oIK7r,N,0.33,0.657,0.042,0.46,0.0201,0.366,0.722,128.135,3
Illuminati,Lil Pump,44KKhCyI0BGS6LvVyDqJtH,N,0.934,0.505,0.168,0.0229,0.0,0.0867,0.691,139.93,1
Chainsaw,Nick Jonas,3lSDIJ2abCrOdDJ6pshUap,N,0.654,0.623,0.082,0.253,0.0,0.144,0.401,123.996,0
Thug Life,Brockhampton,66dQdXAbtuPdSasezCQVZE,N,0.497,0.55,0.0257,0.847,0.049,0.119,0.542,79.955,5
With Them,Young Thug,2j8Skzi0rjZn7XGd7m6Qrv,N,0.69,0.799,0.199,0.00425,0.0,0.0865,0.367,76.03,1
Blow A Bag,Future,6hExk8shN7vNc1PJKJ4NBs,N,0.446,0.675,0.509,0.539,0.0,0.204,0.493,168.709,4
Nitrous,Joji,75sIBYeVmCTdKEsAZdGKqM,N,0.331,0.419,0.0403,0.435,0.74,0.108,0.138,120.981,2
Lo Mein,Lil Uzi Vert,1rfAkjO7ENcBIpA1jAeKoU,N,0.823,0.722,0.125,0.66,0.000293,0.227,0.671,107.485,1
Overnight,Logic,0mvWpmMlAcxHkjLu9yXdoS,N,0.786,0.718,0.301,0.407,0.0,0.665,0.465,92.04,3
In Common,Alicia Keys,45gbor15xy5IXj2P5oXQNf,N,0.8,0.724,0.0531,0.0038,0.0503,0.113,0.745,119.994,1
Hype,Drake,3ZvGx4K6QouppiOBCeqC6K,N,0.758,0.584,0.175,0.00465,6.18e-05,0.0884,0.193,77.536,0
Dreams 2 Reality,Lil Baby,0XrPZPotxZNDkuvauuVO8R,N,0.714,0.201,0.0344,0.901,0.00117,0.0709,0.25,115.968,5
Big Time,Dj Khaled,6KOQLj5dcYuFSN6srNs96u,N,0.613,0.878,0.0417,0.0119,0.0,0.0763,0.549,139.981,0
Have Yourself A Merry Little Christmas,Vince Gill,1DnSNqCQM3LUxqFuXt184Q,N,0.275,0.276,0.0321,0.602,0.00167,0.121,0.195,68.764,5
Good Thing,Sage The Gemini,0P8yW7FMLiixrkEqJVSUGW,N,0.801,0.339,0.152,0.0505,0.0,0.0453,0.333,94.008,4
Cyber Sex,Doja Cat,1l2hobZGi5ZaSpgz2LxNHD,N,0.45,0.488,0.116,0.243,0.0,0.42,0.41,200.754,0
Worth It,Yk Osiris,21zr9IucVstq6J3gf9VaqX,N,0.675,0.629,0.0553,0.404,0.0,0.0916,0.576,123.994,1
Long Way Down,One Direction,1J307YEKcn9pH7QT5fXTLt,N,0.326,0.926,0.104,0.00105,0.0,0.15,0.462,168.49,0
Dakiti,Bad Bunny,6rZk29Yz8ObEwtJOIaACt5,N,0.373,0.186,0.0352,0.00462,0.403,0.154,0.211,109.201,6
Found,Tems,2mzM4Y0Rnx2BDZqRnhQ5Q6,N,0.562,0.463,0.0787,0.442,0.000145,0.157,0.416,125.15,5
Ring Out The Bells,Sarah Connor,66W2y69eWDL8VnYkOWV5o3,N,0.631,0.634,0.0326,0.568,0.0,0.124,0.569,90.947,1
Summer,The Carters,4F8V44j8cbjHnXjfW2HruU,N,0.813,0.488,0.257,0.187,0.000132,0.231,0.688,139.983,4
Stay Down,Big Sean,5PrUgp50eMSlL8oCF1tkQX,N,0.813,0.57,0.265,0.0909,0.0,0.0982,0.676,109.07,4
She'S Kinda Hot,5 Seconds Of Summer,4WqmLzZbrJpD9saWURAFQW,N,0.584,0.967,0.0692,0.0051,0.0,0.658,0.685,118.05,3
Break Up Every Night,The Chainsmokers,3eJEKg6u2VlupdQWXVEcGP,N,0.632,0.242,0.0328,0.723,1.08e-06,0.166,0.0591,146.084,5
Lost,Chance The Rapper,0yFvWTLs3iIwDbc91noXGT,N,0.906,0.596,0.243,0.0578,0.0,0.109,0.701,144.038,4
Bossanova,Lil Tecca,6B9PQ1aFKZcwSIJP7ljUuj,N,0.717,0.493,0.265,0.00578,0.0,0.156,0.258,139.833,4
Congratulations  Remix,Post Malone,1yixVLztI1m7Uax4WKKGGe,N,0.628,0.0173,0.0387,0.995,0.909,0.153,0.498,64.009,2
What You Do To Me,John Legend,72fUNz1kLd6eQUc2VoHv8J,N,0.575,0.481,0.0296,0.669,8.19e-05,0.0935,0.699,179.454,5
Ando Más Que Mal,Eslabon Armado,6toouhNKIv3Gb67qQVvh54,N,0.688,0.33,0.032,0.57,0.000123,0.309,0.932,114.877,1
Que Malo,Bad Bunny,2btKz4s1XrMn5VHe7xZJpi,N,0.782,0.706,0.19,0.0941,0.000208,0.115,0.855,173.899,1
Ocd (Ft. Dwn2Earth),Logic,0lwkTJnLBVWvEnxtku7Msy,N,0.807,0.693,0.0481,0.0504,7.75e-06,0.0762,0.142,127.035,0
Time I'M On,Youngboy Never Broke Again,0oPpchtgx4hZ2J246g5mqn,N,0.773,0.602,0.173,0.424,0.0,0.125,0.553,82.055,1
Calling My Phone,Lil Tjay,4evavy6jvqMtrdMgp9fdCz,N,0.908,0.388,0.0553,0.443,2.26e-06,0.135,0.197,104.944,5
Invisible Scar,Rod Wave,591ks2A0o7ratTpiRdI7M6,N,0.732,0.387,0.0741,0.0493,0.0,0.141,0.242,157.875,0
"Woman, Amen",Dierks Bentley,4iy69rTUn8cAY8Q8q9vfOw,N,0.674,0.873,0.0285,0.0482,0.0,0.18,0.946,115.01,1
Telepath,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,N,0.357,0.425,0.0333,0.584,0.0,0.322,0.27,102.078,5
Revenge,Joyner Lucas,10Q8MUbClwI67RynwQEydr,N,0.844,0.578,0.39,0.343,0.0,0.111,0.472,158.053,4
Twin Flame,Machine Gun Kelly,1q8FRH0aHY1M3GDR9oCUZT,N,0.401,0.266,0.0339,0.467,0.0,0.235,0.115,140.001,5
Do It,Chloe X Halle,1bRjwdtScY2eMe9uMmsOkG,N,0.701,0.668,0.0516,0.0916,2.09e-06,0.111,0.553,82.978,1
There He Go,Dababy,58YBY8OiX56vQhcHUgul9m,N,0.835,0.754,0.318,0.451,0.0,0.107,0.83,144.115,4
Girls Like You,Maroon 5,6FRLCMO5TUHTexlWo8ym1W,N,0.851,0.541,0.0505,0.568,0.0,0.13,0.448,124.959,1
Still Ballin,Logic,5vU53TPzhzovjUL0oXoxZp,N,0.944,0.716,0.15,0.00668,0.0,0.0501,0.681,99.007,1
Costa Rica,Bankrol Hayden,3UfpqCUS9euaswAOot4irW,N,0.856,0.519,0.0799,0.143,0.0,0.152,0.433,118.021,1
Steady 1234,Vice,3ICELOX0JDLF4DHIx7ooOL,N,0.721,0.265,0.147,0.517,0.000118,0.0965,0.555,114.093,5
Bought A Bad Bitch,Future,26YyJd9xQiuxF8RJZI7gqJ,N,0.84,0.649,0.339,0.0403,0.0,0.113,0.628,86.028,4
Lion King On Ice,J. Cole,1T80tOrsKxHIriNg4LfHfy,N,0.747,0.441,0.0448,0.000262,0.778,0.0521,0.454,139.99,6
I Warned Myself,Charlie Puth,7C2kGHMg10DfC3pAQd9m21,N,0.442,0.0761,0.0687,0.794,0.948,0.109,0.099,184.816,2
I'M Gonna Be (500 Miles),The Proclaimers,0PqDeFBNZU3jdQisIMuk9n,N,0.858,0.325,0.0589,0.00279,0.000503,0.108,0.701,131.925,1
Can'T Leave Without It,21 Savage,5kS3Kw2elRTrodnsyQuhvI,N,0.727,0.53,0.0703,0.159,0.0,0.105,0.43,139.996,0
Please Shut Up,A$Ap Mob,4pdgV8qr9Oytcv6thCdiIZ,N,0.848,0.663,0.245,0.523,0.0,0.108,0.333,133.993,4
"Oh Holy Night  Recorded At Metropolis Studios, London",Nina Nesbitt,6GOO9nEWd13Z12hPMljNZG,N,0.223,0.167,0.0388,0.907,0.825,0.131,0.123,135.675,2
All Your'N,Tyler Childers,6Oven5M5CQQV968msl9tjW,N,0.543,0.468,0.0333,0.383,0.617,0.0551,0.759,78.288,6
Feels Like Summer,Vince Staples,0ZERGmkfuDSrLaIzEGFdiH,N,0.751,0.713,0.0654,0.0246,2.74e-05,0.157,0.474,102.005,1
Cash Machine,Dram,6FqS20S6qXlbL3o2htqszT,N,0.623,0.927,0.0761,0.0015,0.00123,0.0972,0.459,103.987,0
Kiss And Make Up,Dua Lipa,6X9DNG2WR3IclfneGurU0T,N,0.65,0.697,0.272,0.13,0.0,0.862,0.551,99.771,3
Treat Me,Chlöe,3XRosKfSgFSDIb6YVpApIl,N,0.671,0.65,0.0665,0.198,0.0057,0.6,0.323,91.961,3
Silent Night,Michael Bublé,3Iev01vjk4AQP2AU36wNvU,N,0.277,0.135,0.0307,0.958,0.047,0.103,0.129,80.243,5
Where We Are,The Lumineers,0W4Kpfp1w2xkY3PrV714B7,N,0.685,0.466,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,5
Drink About,Seeb,5r2kpjTJlJouxpESA1xEEY,N,0.624,0.745,0.0627,0.144,0.0,0.257,0.493,99.972,1
2 Heads,Coleman Hell,6V1rIKVh9aOzEW2Cq9kOFl,N,0.733,0.565,0.0367,0.0621,0.000324,0.104,0.35,120.006,0
Remington,The Lumineers,5bodDpPolC3xlame0SVcDY,N,0.668,0.563,0.0305,0.649,0.000347,0.11,0.289,130.366,5
5200,Schoolboy Q,5DOR49R0fehoBmyNL8m4sN,N,0.652,0.836,0.153,0.377,0.0,0.138,0.162,123.946,0
Summer Reign,Rick Ross,0NBHHa8wwwmBnn3aAzX5wJ,N,0.667,0.627,0.0654,0.0972,5.19e-05,0.111,0.784,186.081,1
Malibu,Mac Miller,5bVOX6eyHsML2sB4aMlZEi,N,0.528,0.904,0.0343,0.000833,0.0,0.174,0.678,122.372,1
Greenlight,Jonas Brothers,6IMoyr1JT3p8fqtIwpGEd8,N,0.855,0.519,0.201,0.102,0.0,0.0951,0.66,141.961,4
Infinity,Jaymes Young,2S6cDmfUgWiMMf6DNbg4dJ,N,0.642,0.232,0.0388,0.912,7.91e-05,0.108,0.111,113.884,5
Faucet,Earl Sweatshirt,1mAEQbdq0dZQWfujWG6rCd,N,0.459,0.864,0.263,0.171,2.95e-06,0.683,0.703,106.175,3
Agua,Daddy Yankee,4mrjAH7kvS93z8hcm0CmtD,N,0.763,0.936,0.0782,0.0457,0.0,0.064,0.808,115.005,1
Forward,Beyoncé,5nMQfIw2ZTe4eC3C1Ug7Ts,N,0.505,0.698,0.034,0.103,0.802,0.124,0.353,143.963,6
I Need You Christmas,Jonas Brothers,1OjmlSFuzYflWjSMTCyTJv,N,0.725,0.571,0.102,0.0183,0.0,0.0519,0.61,146.035,1
It'S You,Ali Gatie,7eQHxigpuDJjCG50JyzU8v,N,0.7,0.613,0.0408,0.385,0.0,0.0887,0.42,88.084,1
When The Beat Drops Out,Marlon Roudette,26OgSqUDgTGkLHk4Z8L4fN,N,0.663,0.669,0.038,0.0197,0.959,0.0639,0.461,121.965,6
Religion,Lana Del Rey,3SCMadTk8b4PBJrz21bCuJ,N,0.35,0.281,0.0524,0.783,0.0,0.152,0.29,74.897,5
She Likes It,Russell Dickerson,5PcKoz1nRjaYxFOaPN8ahD,N,0.79,0.325,0.127,0.509,0.0,0.155,0.539,126.877,5
Venice Bitch,Lana Del Rey,4LIbzeceMxzBA2nT79CJKv,N,0.58,0.126,0.0371,0.892,0.0,0.0743,0.326,106.165,5
Lightskin Sh*T,Dababy,0q0LUCm3ejcfswoTQFC1Gq,N,0.805,0.377,0.262,0.0107,0.106,0.0912,0.258,130.143,4
